iteration,loss
1,2.659808707237244
20,2.101370024681091
40,2.101370024681091
60,2.101370024681091
80,2.101370024681091
100,2.101370024681091
120,2.101370024681091
140,2.101370024681091
160,2.101370024681091
180,2.101370024681091
200,2.101370024681091
